,VLUE,MTUM,USMV,QUAL,LRGF
Ticker,VLUE,MTUM,USMV,QUAL,LRGF
Date,,,,,
2023-11-30,90.9659652709961,148.6419677734375,74.38728332519531,138.7892608642578,45.13905715942383
2023-12-01,91.95587158203125,149.0380401611328,74.90365600585938,139.6156768798828,45.531227111816406
2023-12-04,91.76365661621094,147.38438415527344,74.86467742919922,138.90731811523438,45.364559173583984
2023-12-05,91.38883209228516,147.36459350585938,74.61137390136719,138.83843994140625,45.325340270996094
2023-12-06,91.19661712646484,145.96836853027344,74.53343200683594,138.43505859375,45.09004211425781
2023-12-07,92.02313995361328,148.07754516601562,74.59188842773438,139.4877471923828,45.3841667175293
2023-12-08,92.66706848144531,149.32521057128906,74.56266021728516,140.20596313476562,45.648887634277344
2023-12-11,93.66658782958984,150.899658203125,75.3226089477539,141.4160919189453,45.86457443237305
2023-12-12,93.34942626953125,152.24636840820312,75.64411926269531,142.51797485351562,46.06066131591797
2023-12-13,94.80064392089844,153.2266845703125,76.6086654663086,144.16098022460938,46.74696731567383
2023-12-14,96.99191284179688,152.30577087402344,75.83897399902344,144.0625762939453,47.050907135009766
2023-12-15,96.42488098144531,152.99891662597656,75.38107299804688,143.9346923828125,46.99207305908203
2023-12-18,96.2614974975586,154.6922149658203,75.82923889160156,144.93820190429688,47.18815612792969
2023-12-19,97.22257995605469,155.5933380126953,75.97537994384766,145.59738159179688,47.52347183227539
2023-12-20,95.53550720214844,153.02175903320312,74.93689727783203,143.70167541503906,46.8776969909668
2023-12-21,96.65763854980469,155.05636596679688,75.49533081054688,144.97467041015625,47.36005401611328
2023-12-22,97.14131164550781,155.1953125,75.8480224609375,144.7674560546875,47.42404556274414
2023-12-26,98.10865783691406,156.05877685546875,76.0341567993164,145.4187469482422,47.61600112915039
2023-12-27,98.1763687133789,156.44586181640625,76.17131805419922,145.695068359375,47.61698532104492
2023-12-28,98.23441314697266,156.35650634765625,76.29867553710938,145.65260314941406,47.68490982055664
2023-12-29,97.8571548461914,155.71141052246094,76.44564056396484,145.297119140625,47.53724670410156
2024-01-02,97.9925765991211,152.86297607421875,76.73954772949219,144.2405242919922,47.23208236694336
2024-01-03,97.01556396484375,151.56283569335938,76.5632095336914,143.31228637695312,46.789093017578125
2024-01-04,96.50285339355469,151.17575073242188,76.41624450683594,142.80865478515625,46.651283264160156
2024-01-05,97.0445785522461,151.49334716796875,76.27909088134766,142.93704223632812,46.74972152709961
2024-01-08,98.03126525878906,155.0762176513672,76.86690521240234,145.05023193359375,47.46834182739258
2024-01-09,97.2670669555664,155.6022186279297,76.7199478149414,144.94161987304688,47.36005401611328
2024-01-10,97.05426025390625,157.12074279785156,76.91588592529297,145.8105926513672,47.645538330078125
2024-01-11,96.56089782714844,158.02391052246094,76.83751678466797,146.1660919189453,47.675071716308594
2024-01-12,96.29972076416016,158.34149169921875,77.20979309082031,146.52159118652344,47.675071716308594
2024-01-16,95.78701782226562,158.73851013183594,76.9844741821289,145.88958740234375,47.547096252441406
2024-01-17,94.96476745605469,157.83534240722656,76.81793212890625,145.30699157714844,47.28130340576172
2024-01-18,95.14857482910156,159.89971923828125,77.20001220703125,146.78819274902344,47.66522216796875
2024-01-19,96.43515014648438,163.3436279296875,77.76821899414062,148.921142578125,48.32477951049805
2024-01-22,96.80274200439453,163.78033447265625,77.90538024902344,149.4445037841797,48.53248977661133
2024-01-23,97.17032623291016,163.91928100585938,78.23847961425781,149.1087646484375,48.6201057434082
2024-01-24,96.87045288085938,165.53704833984375,77.89559173583984,149.37539672851562,48.563011169433594
2024-01-25,98.1763687133789,166.65853881835938,78.29725646972656,149.8098907470703,48.77760696411133
2024-01-26,97.19935607910156,165.89431762695312,78.35604095458984,149.45437622070312,48.738224029541016
2024-01-29,97.53792572021484,167.78997802734375,78.58136749267578,150.8170928955078,49.141841888427734
2024-01-30,98.060302734375,167.4227752685547,78.84589385986328,150.8170928955078,49.141841888427734
2024-01-31,97.02523040771484,164.4055938720703,78.10132598876953,148.61502075195312,48.39369201660156
2024-02-01,97.86682891845703,167.21435546875,78.99285125732422,150.39247131347656,48.99418258666992
2024-02-02,97.44120025634766,171.59121704101562,78.7185287475586,152.36744689941406,49.39778518676758
2024-02-05,96.58992004394531,172.0179901123047,78.24827575683594,152.278564453125,49.15168380737305
2024-02-06,97.02523040771484,171.26370239257812,78.40502166748047,152.54518127441406,49.2796630859375
2024-02-07,97.19935607910156,174.03274536132812,78.74791717529297,154.33250427246094,49.732486724853516
2024-02-08,97.23804473876953,174.7870330810547,78.63036346435547,154.6978759765625,49.84077453613281
2024-02-09,97.59596252441406,177.11936950683594,78.7185287475586,155.6656036376953,50.21485137939453
2024-02-12,98.66973114013672,176.07725524902344,78.65975189208984,155.6557159423828,50.21485137939453
2024-02-13,96.81241607666016,173.98312377929688,78.07192993164062,153.7202606201172,49.476539611816406
2024-02-14,97.70237731933594,177.4667510986328,78.46379852294922,155.28050231933594,49.95890426635742
2024-02-15,98.75678253173828,177.80416870117188,79.01243591308594,156.17909240722656,50.45111083984375
2024-02-16,98.27310943603516,176.04750061035156,78.82630157470703,154.99412536621094,50.16563034057617
2024-02-20,98.09899139404297,173.83424377441406,78.787109375,153.83876037597656,49.81123733520508
2024-02-21,98.30213928222656,172.26611328125,79.03202819824219,154.08563232421875,49.75217819213867
2024-02-22,98.79548645019531,179.03488159179688,79.84517669677734,158.05528259277344,50.87440872192383
2024-02-23,99.02764892578125,178.7073516845703,80.12928771972656,158.25277709960938,50.884246826171875
2024-02-26,98.6600570678711,179.18373107910156,79.75701141357422,158.10467529296875,50.884246826171875
2024-02-27,99.02764892578125,179.29290771484375,79.7863998413086,158.09478759765625,50.95315933227539
2024-02-28,98.81483459472656,178.91578674316406,79.84517669677734,157.74917602539062,50.95315933227539
2024-02-29,99.47262573242188,180.84120178222656,79.73741149902344,158.27252197265625,51.15988540649414
2024-03-01,100.49801635742188,185.07913208007812,80.12928771972656,160.3462371826172,51.740692138671875
2024-03-04,100.981689453125,186.31973266601562,80.22725677490234,160.2277374267578,51.7308464050293
2024-03-05,100.44963836669922,182.93536376953125,79.71781921386719,158.4897918701172,51.19926071166992
2024-03-06,101.34928131103516,184.73178100585938,80.27623748779297,159.64511108398438,51.56349563598633
2024-03-07,102.02642822265625,187.7786865234375,80.57015228271484,161.51145935058594,52.10491943359375
2024-03-08,101.64916229248047,184.26527404785156,80.46238708496094,159.58587646484375,51.671783447265625
2024-03-11,102.12316131591797,181.83370971679688,80.74649047851562,159.14151000976562,51.64224624633789
2024-03-12,102.3553237915039,185.65478515625,81.07958984375,161.46206665039062,52.18367385864258
2024-03-13,102.26827239990234,184.6324920654297,80.97183227539062,161.22509765625,52.23289489746094
2024-03-14,101.12680053710938,183.64993286132812,80.68771362304688,160.9683380126953,52.02616882324219
