iShares U.S. Equity Factor ETF
Fund Holdings as of,"Apr 25, 2025"
Inception Date,"Apr 28, 2015"
Shares Outstanding,"39,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FOXA","FOX CORP CLASS A","Communication","Equity","4,404,981.00","0.19","4,404,981.00","89,260.00","49.35","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","4,340,388.58","0.19","4,340,388.58","46,706.00","92.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","4,323,135.47","0.19","4,323,135.47","26,599.00","162.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","4,322,275.31","0.19","4,322,275.31","35,281.00","122.51","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","4,262,763.52","0.19","4,262,763.52","10,048.00","424.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","4,257,613.92","0.19","4,257,613.92","56,497.00","75.36","United States","NASDAQ","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","4,183,171.12","0.18","4,183,171.12","8,758.00","477.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","4,067,888.31","0.18","4,067,888.31","92,431.00","44.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","4,053,203.22","0.18","4,053,203.22","21,586.00","187.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","4,040,509.97","0.18","4,040,509.97","12,847.00","314.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","4,004,989.20","0.18","4,004,989.20","16,888.00","237.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","3,892,518.04","0.17","3,892,518.04","387,701.00","10.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","3,862,334.80","0.17","3,862,334.80","10,580.00","365.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","3,715,617.96","0.16","3,715,617.96","44,118.00","84.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","3,668,555.44","0.16","3,668,555.44","31,702.00","115.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","3,664,695.78","0.16","3,664,695.78","123,891.00","29.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","3,561,624.36","0.16","3,561,624.36","17,367.00","205.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","3,528,749.52","0.16","3,528,749.52","25,716.00","137.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","3,526,976.70","0.16","3,526,976.70","108,090.00","32.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","3,497,838.80","0.15","3,497,838.80","46,520.00","75.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","3,475,786.10","0.15","3,475,786.10","37,210.00","93.41","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","3,399,966.57","0.15","3,399,966.57","11,739.00","289.63","United States","NASDAQ","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","3,374,406.75","0.15","3,374,406.75","94,389.00","35.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","3,359,472.72","0.15","3,359,472.72","22,866.00","146.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","3,327,344.00","0.15","3,327,344.00","58,580.00","56.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","3,271,440.60","0.14","3,271,440.60","45,665.00","71.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","3,237,237.48","0.14","3,237,237.48","25,422.00","127.34","United States","NASDAQ","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","3,234,102.48","0.14","3,234,102.48","202,638.00","15.96","Brazil","NASDAQ","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","3,233,106.12","0.14","3,233,106.12","98,211.00","32.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","3,219,837.76","0.14","3,219,837.76","127,367.00","25.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","3,215,719.14","0.14","3,215,719.14","11,054.00","290.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","3,117,830.89","0.14","3,117,830.89","26,071.00","119.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","3,096,530.19","0.14","3,096,530.19","5,031.00","615.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","3,073,694.16","0.14","3,073,694.16","29,732.00","103.38","United States","NASDAQ","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","3,035,281.08","0.13","3,035,281.08","44,356.00","68.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","2,984,370.86","0.13","2,984,370.86","33,002.00","90.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","2,983,417.92","0.13","2,983,417.92","12,528.00","238.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","2,929,112.70","0.13","2,929,112.70","17,286.00","169.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","2,920,394.75","0.13","2,920,394.75","44,525.00","65.59","United States","NASDAQ","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","2,892,519.44","0.13","2,892,519.44","123,401.00","23.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","2,888,870.73","0.13","2,888,870.73","2,888,871.00","1.00","United States","-","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","2,783,584.17","0.12","2,783,584.17","12,483.00","222.99","United States","NASDAQ","USD","1.00","USD","-"
"EAT","BRINKER INTERNATIONAL INC","Consumer Discretionary","Equity","2,778,708.25","0.12","2,778,708.25","17,405.00","159.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","2,770,293.68","0.12","2,770,293.68","20,174.00","137.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","2,736,562.78","0.12","2,736,562.78","34,874.00","78.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","2,724,715.62","0.12","2,724,715.62","12,639.00","215.58","United States","NASDAQ","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","2,716,419.08","0.12","2,716,419.08","24,086.00","112.78","United States","NASDAQ","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","2,697,066.81","0.12","2,697,066.81","40,809.00","66.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","2,613,509.28","0.12","2,613,509.28","34,884.00","74.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","2,494,909.44","0.11","2,494,909.44","14,848.00","168.03","United States","NASDAQ","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","2,467,865.73","0.11","2,467,865.73","22,781.00","108.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","2,418,228.45","0.11","2,418,228.45","20,845.00","116.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CB","CHUBB LTD","Financials","Equity","2,393,926.47","0.11","2,393,926.47","8,577.00","279.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","2,376,181.12","0.11","2,376,181.12","28,352.00","83.81","United States","NASDAQ","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","2,350,264.32","0.10","2,350,264.32","39,808.00","59.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FI","FISERV INC","Financials","Equity","2,340,377.99","0.10","2,340,377.99","13,183.00","177.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","2,334,078.18","0.10","2,334,078.18","13,041.00","178.98","United States","NASDAQ","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","2,286,230.46","0.10","2,286,230.46","3,823.00","598.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","2,167,424.84","0.10","2,167,424.84","98,924.00","21.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","2,133,063.00","0.09","2,133,063.00","8,010.00","266.30","United States","NASDAQ","USD","1.00","USD","-"
"QLYS","QUALYS INC","Information Technology","Equity","2,062,349.25","0.09","2,062,349.25","16,271.00","126.75","United States","NASDAQ","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","2,059,169.97","0.09","2,059,169.97","2,031.00","1,013.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","2,030,670.08","0.09","2,030,670.08","4,112.00","493.84","United States","NASDAQ","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","2,007,585.42","0.09","2,007,585.42","8,823.00","227.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","1,999,110.26","0.09","1,999,110.26","1,999,110.00","100.00","United States","-","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","1,986,278.70","0.09","1,986,278.70","19,303.00","102.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","1,950,514.48","0.09","1,950,514.48","15,863.00","122.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","1,789,162.83","0.08","1,789,162.83","3,393.00","527.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","1,754,295.28","0.08","1,754,295.28","19,346.00","90.68","United States","NASDAQ","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","1,724,392.80","0.08","1,724,392.80","16,376.00","105.30","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","1,715,956.00","0.08","1,715,956.00","6,490.00","264.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","1,670,589.15","0.07","1,670,589.15","4,471.00","373.65","United States","NASDAQ","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","1,622,948.28","0.07","1,622,948.28","4,894.00","331.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrials","Equity","1,585,428.60","0.07","1,585,428.60","7,665.00","206.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","1,549,730.64","0.07","1,549,730.64","1,132.00","1,369.02","United States","NASDAQ","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","1,528,720.50","0.07","1,528,720.50","3,110.00","491.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","1,514,124.45","0.07","1,514,124.45","92,607.00","16.35","United States","NASDAQ","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","1,485,348.90","0.07","1,485,348.90","4,206.00","353.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","1,475,410.29","0.07","1,475,410.29","46,587.00","31.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","1,453,491.41","0.06","1,453,491.41","41,779.00","34.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","1,440,934.49","0.06","1,440,934.49","46,169.00","31.21","United States","NASDAQ","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","1,428,737.38","0.06","1,428,737.38","3,199.00","446.62","United States","NASDAQ","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","1,394,798.25","0.06","1,394,798.25","50,263.00","27.75","United States","NASDAQ","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","1,386,024.07","0.06","1,386,024.07","13,331.00","103.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","1,378,425.33","0.06","1,378,425.33","29,397.00","46.89","United States","NASDAQ","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","1,372,259.80","0.06","1,372,259.80","5,455.00","251.56","United States","NASDAQ","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","1,333,324.48","0.06","1,333,324.48","70,621.00","18.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","1,262,484.74","0.06","1,262,484.74","4,642.00","271.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","1,206,660.00","0.05","1,206,660.00","2,550.00","473.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","1,115,547.40","0.05","1,115,547.40","16,357.00","68.20","United States","NASDAQ","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","1,067,667.64","0.05","1,067,667.64","14,534.00","73.46","United States","NASDAQ","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","1,057,037.20","0.05","1,057,037.20","19,289.00","54.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","1,049,555.82","0.05","1,049,555.82","17,371.00","60.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","1,024,895.46","0.05","1,024,895.46","34,754.00","29.49","United States","NASDAQ","USD","1.00","USD","-"
"RMBS","RAMBUS INC","Information Technology","Equity","1,007,644.14","0.04","1,007,644.14","19,781.00","50.94","United States","NASDAQ","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","976,507.70","0.04","976,507.70","9,583.00","101.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","966,055.72","0.04","966,055.72","1,022.00","945.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","957,760.50","0.04","957,760.50","3,999.00","239.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","915,057.15","0.04","915,057.15","10,815.00","84.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","889,059.60","0.04","889,059.60","5,445.00","163.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","871,504.92","0.04","871,504.92","13,338.00","65.34","United States","NASDAQ","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","868,561.50","0.04","868,561.50","13,190.00","65.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","861,560.70","0.04","861,560.70","14,345.00","60.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNTH","LANTHEUS HOLDINGS INC","Health Care","Equity","801,642.29","0.04","801,642.29","7,877.00","101.77","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","778,466.43","0.03","778,466.43","2,029.00","383.67","United States","NASDAQ","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","770,705.40","0.03","770,705.40","1,678.00","459.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","748,269.60","0.03","748,269.60","9,048.00","82.70","United States","NASDAQ","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","679,384.80","0.03","679,384.80","6,645.00","102.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","678,193.40","0.03","678,193.40","8,093.00","83.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","650,804.80","0.03","650,804.80","5,480.00","118.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","630,784.20","0.03","630,784.20","12,756.00","49.45","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","623,167.32","0.03","623,167.32","3,154.00","197.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","611,800.77","0.03","611,800.77","6,027.00","101.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","610,251.20","0.03","610,251.20","2,080.00","293.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","556,018.56","0.02","556,018.56","12,591.00","44.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","553,608.55","0.02","553,608.55","2,845.00","194.59","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","526,197.35","0.02","526,197.35","8,399.00","62.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","522,919.26","0.02","522,919.26","3,266.00","160.11","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","505,765.85","0.02","505,765.85","7,655.00","66.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","483,518.88","0.02","483,518.88","3,588.00","134.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","450,246.02","0.02","450,246.02","16,541.00","27.22","United States","NASDAQ","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","433,000.00","0.02","433,000.00","433,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"BPMC","BLUEPRINT MEDICINES CORP","Health Care","Equity","423,222.48","0.02","423,222.48","4,828.00","87.66","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","414,605.84","0.02","414,605.84","3,014.00","137.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","408,904.99","0.02","408,904.99","4,231.00","96.64","United States","NASDAQ","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","406,677.15","0.02","406,677.15","14,355.00","28.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Materials","Equity","364,966.00","0.02","364,966.00","1,834.00","199.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","352,840.24","0.02","352,840.24","2,599.00","135.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","321,491.70","0.01","321,491.70","2,790.00","115.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","316,007.15","0.01","316,007.15","3,365.00","93.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","310,263.60","0.01","310,263.60","3,417.00","90.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","309,535.60","0.01","309,535.60","5,464.00","56.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","303,511.20","0.01","303,511.20","3,460.00","87.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","299,049.45","0.01","299,049.45","3,381.00","88.45","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","260,852.49","0.01","260,852.49","2,307.00","113.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","177,680.26","0.01","177,680.26","1,091.00","162.86","United States","NASDAQ","USD","1.00","USD","-"
"FAM5","S&P MID 400 EMINI JUN 25","Cash and/or Derivatives","Futures","0.00","0.00","568,340.00","2.00","2,841.70","-","Index And Options Market","USD","1.00","USD","-"
"ESM5","S&P500 EMINI JUN 25","Cash and/or Derivatives","Futures","0.00","0.00","4,439,800.00","16.00","5,549.75","-","Index And Options Market","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
